"set_number","set_name","type","url","file","confidence","note"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_box5_v39_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_box5_v39_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_boxprod_v39_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_boxprod_v39_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_build_03_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_build_03_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_build_04_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_build_04_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_build_06_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_build_06_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_cons_02_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_cons_02_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_envr_01_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_envr_01_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_web_sec01_nobg_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_web_sec01_nobg_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","alt","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_web_sec03_nobg_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_web_sec03_nobg_en-gb.jpg","n/a","additional image"
"75405","Home One Starcruiser","play_candidate","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_build_03_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_build_03_en-gb.jpg","medium","heuristic"
"75405","Home One Starcruiser","natural_candidate","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_lifestyle_build_04_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_lifestyle_build_04_en-gb.jpg","low","heuristic"
"75405","Home One Starcruiser","hero_candidate","https://images.brickset.com/sets/AdditionalImages/75405-1/75405_boxprod_v39_en-gb.jpg","C:\Users\auto_\Dropbox\AI_Shared\Wise_Bricks\Wise Bricks\Content\MVP\set-images\75405\75405_boxprod_v39_en-gb.jpg","medium","heuristic"
